1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
0.000000e+00	4.996855e-01	6.970232e-01	7.896653e-01	8.402412e-01	8.712905e-01	8.920636e-01	9.068535e-01	9.178748e-01	9.263740e-01	9.331031e-01	9.385414e-01	9.430090e-01	9.467272e-01	9.498539e-01	9.525046e-01	9.547657e-01	9.567029e-01	9.583670e-01	9.597977e-01	9.610263e-01	9.620778e-01	9.629723e-01	9.637257e-01	9.643508e-01	9.648577e-01	9.652545e-01	9.655471e-01	9.657398e-01	9.658355e-01	9.658355e-01	9.657398e-01	9.655471e-01	9.652545e-01	9.648577e-01	9.643508e-01	9.637257e-01	9.629723e-01	9.620778e-01	9.610263e-01	9.597977e-01	9.583670e-01	9.567029e-01	9.547657e-01	9.525046e-01	9.498539e-01	9.467272e-01	9.430090e-01	9.385414e-01	9.331031e-01	9.263740e-01	9.178748e-01	9.068535e-01	8.920636e-01	8.712905e-01	8.402412e-01	7.896653e-01	6.970232e-01	4.996855e-01	0.000000e+00	
0.000000e+00	3.017189e-01	4.987421e-01	6.213966e-01	7.000091e-01	7.528572e-01	7.901106e-01	8.174754e-01	8.382717e-01	8.545183e-01	8.674968e-01	8.780536e-01	8.867674e-01	8.940459e-01	9.001837e-01	9.053988e-01	9.098553e-01	9.136790e-01	9.169674e-01	9.197974e-01	9.222296e-01	9.243127e-01	9.260856e-01	9.275796e-01	9.288196e-01	9.298257e-01	9.306132e-01	9.311940e-01	9.315767e-01	9.317666e-01	9.317666e-01	9.315767e-01	9.311940e-01	9.306132e-01	9.298257e-01	9.288196e-01	9.275796e-01	9.260856e-01	9.243127e-01	9.222296e-01	9.197974e-01	9.169674e-01	9.136790e-01	9.098553e-01	9.053988e-01	9.001837e-01	8.940459e-01	8.867674e-01	8.780536e-01	8.674968e-01	8.545183e-01	8.382717e-01	8.174754e-01	7.901106e-01	7.528572e-01	7.000091e-01	6.213966e-01	4.987421e-01	3.017189e-01	0.000000e+00	
0.000000e+00	2.084479e-01	3.748298e-01	4.971698e-01	5.855415e-01	6.500184e-01	6.980461e-01	7.346658e-01	7.632184e-01	7.859306e-01	8.043122e-01	8.194088e-01	8.319612e-01	8.425052e-01	8.514363e-01	8.590517e-01	8.655778e-01	8.711903e-01	8.760264e-01	8.801948e-01	8.837821e-01	8.868578e-01	8.894779e-01	8.916874e-01	8.935226e-01	8.950121e-01	8.961786e-01	8.970392e-01	8.976062e-01	8.978878e-01	8.978878e-01	8.976062e-01	8.970392e-01	8.961786e-01	8.950121e-01	8.935226e-01	8.916874e-01	8.894779e-01	8.868578e-01	8.837821e-01	8.801948e-01	8.760264e-01	8.711903e-01	8.655778e-01	8.590517e-01	8.514363e-01	8.425052e-01	8.319612e-01	8.194088e-01	8.043122e-01	7.859306e-01	7.632184e-01	7.346658e-01	6.980461e-01	6.500184e-01	5.855415e-01	4.971698e-01	3.748298e-01	2.084479e-01	0.000000e+00	
0.000000e+00	1.572430e-01	2.949594e-01	4.069114e-01	4.949687e-01	5.636290e-01	6.173897e-01	6.599232e-01	6.940054e-01	7.216736e-01	7.444125e-01	7.633082e-01	7.791633e-01	7.925774e-01	8.040048e-01	8.137936e-01	8.222140e-01	8.294779e-01	8.357530e-01	8.411732e-01	8.458461e-01	8.498585e-01	8.532808e-01	8.561697e-01	8.585711e-01	8.605216e-01	8.620499e-01	8.631778e-01	8.639213e-01	8.642905e-01	8.642905e-01	8.639213e-01	8.631778e-01	8.620499e-01	8.605216e-01	8.585711e-01	8.561697e-01	8.532808e-01	8.498585e-01	8.458461e-01	8.411732e-01	8.357530e-01	8.294779e-01	8.222140e-01	8.137936e-01	8.040048e-01	7.925774e-01	7.791633e-01	7.633082e-01	7.444125e-01	7.216736e-01	6.940054e-01	6.599232e-01	6.173897e-01	5.636290e-01	4.949687e-01	4.069114e-01	2.949594e-01	1.572430e-01	0.000000e+00	
0.000000e+00	1.255647e-01	2.408533e-01	3.405476e-01	4.237930e-01	4.921390e-01	5.479605e-01	5.936321e-01	6.312065e-01	6.623460e-01	6.883559e-01	7.102484e-01	7.288063e-01	7.446363e-01	7.582118e-01	7.699040e-01	7.800068e-01	7.887544e-01	7.963346e-01	8.028990e-01	8.085706e-01	8.134495e-01	8.176170e-01	8.211395e-01	8.240706e-01	8.264533e-01	8.283215e-01	8.297010e-01	8.306106e-01	8.310624e-01	8.310624e-01	8.306106e-01	8.297010e-01	8.283215e-01	8.264533e-01	8.240706e-01	8.211395e-01	8.176170e-01	8.134495e-01	8.085706e-01	8.028990e-01	7.963346e-01	7.887544e-01	7.800068e-01	7.699040e-01	7.582118e-01	7.446363e-01	7.288063e-01	7.102484e-01	6.883559e-01	6.623460e-01	6.312065e-01	5.936321e-01	5.479605e-01	4.921390e-01	4.237930e-01	3.405476e-01	2.408533e-01	1.255647e-01	0.000000e+00	
0.000000e+00	1.041623e-01	2.023416e-01	2.906328e-01	3.675165e-01	4.331736e-01	4.886812e-01	5.354380e-01	5.748425e-01	6.081480e-01	6.364166e-01	6.605232e-01	6.811770e-01	6.989500e-01	7.143020e-01	7.276038e-01	7.391548e-01	7.491982e-01	7.579319e-01	7.655176e-01	7.720879e-01	7.777517e-01	7.825982e-01	7.867006e-01	7.901184e-01	7.928995e-01	7.950818e-01	7.966941e-01	7.977576e-01	7.982860e-01	7.982860e-01	7.977576e-01	7.966941e-01	7.950818e-01	7.928995e-01	7.901184e-01	7.867006e-01	7.825982e-01	7.777517e-01	7.720879e-01	7.655176e-01	7.579319e-01	7.491982e-01	7.391548e-01	7.276038e-01	7.143020e-01	6.989500e-01	6.811770e-01	6.605232e-01	6.364166e-01	6.081480e-01	5.748425e-01	5.354380e-01	4.886812e-01	4.331736e-01	3.675165e-01	2.906328e-01	2.023416e-01	1.041623e-01	0.000000e+00	
0.000000e+00	8.874307e-02	1.737181e-01	2.521254e-01	3.224667e-01	3.843578e-01	4.381527e-01	4.845962e-01	5.245777e-01	5.589867e-01	5.886395e-01	6.142506e-01	6.364288e-01	6.556845e-01	6.724425e-01	6.870542e-01	6.998105e-01	7.109518e-01	7.206772e-01	7.291516e-01	7.365118e-01	7.428712e-01	7.483236e-01	7.529464e-01	7.568030e-01	7.599446e-01	7.624119e-01	7.642361e-01	7.654399e-01	7.660381e-01	7.660381e-01	7.654399e-01	7.642361e-01	7.624119e-01	7.599446e-01	7.568030e-01	7.529464e-01	7.483236e-01	7.428712e-01	7.365118e-01	7.291516e-01	7.206772e-01	7.109518e-01	6.998105e-01	6.870542e-01	6.724425e-01	6.556845e-01	6.364288e-01	6.142506e-01	5.886395e-01	5.589867e-01	5.245777e-01	4.845962e-01	4.381527e-01	3.843578e-01	3.224667e-01	2.521254e-01	1.737181e-01	8.874307e-02	0.000000e+00	
0.000000e+00	7.709186e-02	1.516622e-01	2.216840e-01	2.858671e-01	3.436380e-01	3.949759e-01	4.402163e-01	4.798853e-01	5.145817e-01	5.449041e-01	5.714110e-01	5.946029e-01	6.149169e-01	6.327292e-01	6.483601e-01	6.620812e-01	6.741213e-01	6.846734e-01	6.938998e-01	7.019364e-01	7.088976e-01	7.148786e-01	7.199585e-01	7.242027e-01	7.276641e-01	7.303852e-01	7.323984e-01	7.337277e-01	7.343885e-01	7.343885e-01	7.337277e-01	7.323984e-01	7.303852e-01	7.276641e-01	7.242027e-01	7.199585e-01	7.148786e-01	7.088976e-01	7.019364e-01	6.938998e-01	6.846734e-01	6.741213e-01	6.620812e-01	6.483601e-01	6.327292e-01	6.149169e-01	5.946029e-01	5.714110e-01	5.449041e-01	5.145817e-01	4.798853e-01	4.402163e-01	3.949759e-01	3.436380e-01	2.858671e-01	2.216840e-01	1.516622e-01	7.709186e-02	0.000000e+00	
0.000000e+00	6.796214e-02	1.341550e-01	1.970814e-01	2.556796e-01	3.093512e-01	3.578964e-01	4.014078e-01	4.401655e-01	4.745506e-01	5.049841e-01	5.318865e-01	5.556549e-01	5.766511e-01	5.951972e-01	6.115760e-01	6.260328e-01	6.387789e-01	6.499955e-01	6.598376e-01	6.684366e-01	6.759043e-01	6.823346e-01	6.878063e-01	6.923850e-01	6.961240e-01	6.990662e-01	7.012448e-01	7.026840e-01	7.033996e-01	7.033996e-01	7.026840e-01	7.012448e-01	6.990662e-01	6.961240e-01	6.923850e-01	6.878063e-01	6.823346e-01	6.759043e-01	6.684366e-01	6.598376e-01	6.499955e-01	6.387789e-01	6.260328e-01	6.115760e-01	5.951972e-01	5.766511e-01	5.556549e-01	5.318865e-01	5.049841e-01	4.745506e-01	4.401655e-01	4.014078e-01	3.578964e-01	3.093512e-01	2.556796e-01	1.970814e-01	1.341550e-01	6.796214e-02	0.000000e+00	
0.000000e+00	6.060175e-02	1.199141e-01	1.768071e-01	2.304185e-01	2.801910e-01	3.258508e-01	3.673531e-01	4.048181e-01	4.384712e-01	4.685953e-01	4.954961e-01	5.194791e-01	5.408352e-01	5.598326e-01	5.767139e-01	5.916950e-01	6.049658e-01	6.166923e-01	6.270184e-01	6.360682e-01	6.439483e-01	6.507491e-01	6.565473e-01	6.614070e-01	6.653807e-01	6.685109e-01	6.708305e-01	6.723638e-01	6.731265e-01	6.731265e-01	6.723638e-01	6.708305e-01	6.685109e-01	6.653807e-01	6.614070e-01	6.565473e-01	6.507491e-01	6.439483e-01	6.360682e-01	6.270184e-01	6.166923e-01	6.049658e-01	5.916950e-01	5.767139e-01	5.598326e-01	5.408352e-01	5.194791e-01	4.954961e-01	4.685953e-01	4.384712e-01	4.048181e-01	3.673531e-01	3.258508e-01	2.801910e-01	2.304185e-01	1.768071e-01	1.199141e-01	6.060175e-02	0.000000e+00	
0.000000e+00	5.453080e-02	1.080925e-01	1.598143e-01	2.089964e-01	2.551436e-01	2.979625e-01	3.373357e-01	3.732828e-01	4.059209e-01	4.354297e-01	4.620235e-01	4.859304e-01	5.073779e-01	5.265841e-01	5.437521e-01	5.590675e-01	5.726971e-01	5.847895e-01	5.954755e-01	6.048697e-01	6.130715e-01	6.201662e-01	6.262269e-01	6.313149e-01	6.354809e-01	6.387662e-01	6.412027e-01	6.428142e-01	6.436161e-01	6.436161e-01	6.428142e-01	6.412027e-01	6.387662e-01	6.354809e-01	6.313149e-01	6.262269e-01	6.201662e-01	6.130715e-01	6.048697e-01	5.954755e-01	5.847895e-01	5.726971e-01	5.590675e-01	5.437521e-01	5.265841e-01	5.073779e-01	4.859304e-01	4.620235e-01	4.354297e-01	4.059209e-01	3.732828e-01	3.373357e-01	2.979625e-01	2.551436e-01	2.089964e-01	1.598143e-01	1.080925e-01	5.453080e-02	0.000000e+00	
0.000000e+00	4.942898e-02	9.811068e-02	1.453612e-01	1.906094e-01	2.334242e-01	2.735201e-01	3.107446e-01	3.450564e-01	3.764997e-01	4.051791e-01	4.312379e-01	4.548410e-01	4.761619e-01	4.953738e-01	5.126430e-01	5.281258e-01	5.419656e-01	5.542929e-01	5.652244e-01	5.748637e-01	5.833016e-01	5.906175e-01	5.968792e-01	6.021447e-01	6.064619e-01	6.098701e-01	6.124000e-01	6.140741e-01	6.149075e-01	6.149075e-01	6.140741e-01	6.124000e-01	6.098701e-01	6.064619e-01	6.021447e-01	5.968792e-01	5.906175e-01	5.833016e-01	5.748637e-01	5.652244e-01	5.542929e-01	5.419656e-01	5.281258e-01	5.126430e-01	4.953738e-01	4.761619e-01	4.548410e-01	4.312379e-01	4.051791e-01	3.764997e-01	3.450564e-01	3.107446e-01	2.735201e-01	2.334242e-01	1.906094e-01	1.453612e-01	9.811068e-02	4.942898e-02	0.000000e+00	
0.000000e+00	4.507444e-02	8.956010e-02	1.329105e-01	1.746557e-01	2.144239e-01	2.519490e-01	2.870660e-01	3.196985e-01	3.498425e-01	3.775491e-01	4.029079e-01	4.260337e-01	4.470550e-01	4.661061e-01	4.833205e-01	4.988269e-01	5.127468e-01	5.251922e-01	5.362656e-01	5.460589e-01	5.546540e-01	5.621228e-01	5.685279e-01	5.739227e-01	5.783520e-01	5.818525e-01	5.844530e-01	5.861749e-01	5.870324e-01	5.870324e-01	5.861749e-01	5.844530e-01	5.818525e-01	5.783520e-01	5.739227e-01	5.685279e-01	5.621228e-01	5.546540e-01	5.460589e-01	5.362656e-01	5.251922e-01	5.127468e-01	4.988269e-01	4.833205e-01	4.661061e-01	4.470550e-01	4.260337e-01	4.029079e-01	3.775491e-01	3.498425e-01	3.196985e-01	2.870660e-01	2.519490e-01	2.144239e-01	1.746557e-01	1.329105e-01	8.956010e-02	4.507444e-02	0.000000e+00	
0.000000e+00	4.130870e-02	8.214482e-02	1.220649e-01	1.606789e-01	1.976667e-01	2.327862e-01	2.658719e-01	2.968290e-01	3.256229e-01	3.522669e-01	3.768111e-01	3.993309e-01	4.199185e-01	4.386752e-01	4.557058e-01	4.711147e-01	4.850023e-01	4.974637e-01	5.085869e-01	5.184524e-01	5.271326e-01	5.346919e-01	5.411869e-01	5.466662e-01	5.511709e-01	5.547348e-01	5.573846e-01	5.591402e-01	5.600147e-01	5.600147e-01	5.591402e-01	5.573846e-01	5.547348e-01	5.511709e-01	5.466662e-01	5.411869e-01	5.346919e-01	5.271326e-01	5.184524e-01	5.085869e-01	4.974637e-01	4.850023e-01	4.711147e-01	4.557058e-01	4.386752e-01	4.199185e-01	3.993309e-01	3.768111e-01	3.522669e-01	3.256229e-01	2.968290e-01	2.658719e-01	2.327862e-01	1.976667e-01	1.606789e-01	1.220649e-01	8.214482e-02	4.130870e-02	0.000000e+00	
0.000000e+00	3.801552e-02	7.564562e-02	1.125254e-01	1.483281e-01	1.827780e-01	2.156571e-01	2.468064e-01	2.761229e-01	3.035530e-01	3.290846e-01	3.527385e-01	3.745603e-01	3.946128e-01	4.129702e-01	4.297130e-01	4.449237e-01	4.586841e-01	4.710733e-01	4.821659e-01	4.920311e-01	5.007320e-01	5.083255e-01	5.148617e-01	5.203844e-01	5.249306e-01	5.285312e-01	5.312104e-01	5.329865e-01	5.338716e-01	5.338716e-01	5.329865e-01	5.312104e-01	5.285312e-01	5.249306e-01	5.203844e-01	5.148617e-01	5.083255e-01	5.007320e-01	4.920311e-01	4.821659e-01	4.710733e-01	4.586841e-01	4.449237e-01	4.297130e-01	4.129702e-01	3.946128e-01	3.745603e-01	3.527385e-01	3.290846e-01	3.035530e-01	2.761229e-01	2.468064e-01	2.156571e-01	1.827780e-01	1.483281e-01	1.125254e-01	7.564562e-02	3.801552e-02	0.000000e+00	
0.000000e+00	3.510776e-02	6.989674e-02	1.040630e-01	1.373303e-01	1.694601e-01	2.002577e-01	2.295737e-01	2.573031e-01	2.833816e-01	3.077800e-01	3.304982e-01	3.515589e-01	3.710022e-01	3.888800e-01	4.052523e-01	4.201829e-01	4.337371e-01	4.459796e-01	4.569724e-01	4.667741e-01	4.754389e-01	4.830162e-01	4.895500e-01	4.950790e-01	4.996361e-01	5.032489e-01	5.059394e-01	5.077240e-01	5.086135e-01	5.086135e-01	5.077240e-01	5.059394e-01	5.032489e-01	4.996361e-01	4.950790e-01	4.895500e-01	4.830162e-01	4.754389e-01	4.667741e-01	4.569724e-01	4.459796e-01	4.337371e-01	4.201829e-01	4.052523e-01	3.888800e-01	3.710022e-01	3.515589e-01	3.304982e-01	3.077800e-01	2.833816e-01	2.573031e-01	2.295737e-01	2.002577e-01	1.694601e-01	1.373303e-01	1.040630e-01	6.989674e-02	3.510776e-02	0.000000e+00	
0.000000e+00	3.251879e-02	6.477062e-02	9.649943e-02	1.274698e-01	1.574746e-01	1.863399e-01	2.139275e-01	2.401343e-01	2.648904e-01	2.881557e-01	3.099153e-01	3.301750e-01	3.489570e-01	3.662955e-01	3.822333e-01	3.968185e-01	4.101020e-01	4.221355e-01	4.329699e-01	4.426539e-01	4.512334e-01	4.587505e-01	4.652433e-01	4.707454e-01	4.752859e-01	4.788890e-01	4.815743e-01	4.833564e-01	4.842450e-01	4.842450e-01	4.833564e-01	4.815743e-01	4.788890e-01	4.752859e-01	4.707454e-01	4.652433e-01	4.587505e-01	4.512334e-01	4.426539e-01	4.329699e-01	4.221355e-01	4.101020e-01	3.968185e-01	3.822333e-01	3.662955e-01	3.489570e-01	3.301750e-01	3.099153e-01	2.881557e-01	2.648904e-01	2.401343e-01	2.139275e-01	1.863399e-01	1.574746e-01	1.274698e-01	9.649943e-02	6.477062e-02	3.251879e-02	0.000000e+00	
0.000000e+00	3.019679e-02	6.016752e-02	8.969434e-02	1.185749e-01	1.466285e-01	1.737000e-01	1.996621e-01	2.244161e-01	2.478901e-01	2.700371e-01	2.908323e-01	3.102688e-01	3.283552e-01	3.451117e-01	3.605669e-01	3.747558e-01	3.877169e-01	3.994906e-01	4.101178e-01	4.196384e-01	4.280903e-01	4.355091e-01	4.419272e-01	4.473734e-01	4.518730e-01	4.554470e-01	4.581125e-01	4.598824e-01	4.607652e-01	4.607652e-01	4.598824e-01	4.581125e-01	4.554470e-01	4.518730e-01	4.473734e-01	4.419272e-01	4.355091e-01	4.280903e-01	4.196384e-01	4.101178e-01	3.994906e-01	3.877169e-01	3.747558e-01	3.605669e-01	3.451117e-01	3.283552e-01	3.102688e-01	2.908323e-01	2.700371e-01	2.478901e-01	2.244161e-01	1.996621e-01	1.737000e-01	1.466285e-01	1.185749e-01	8.969434e-02	6.016752e-02	3.019679e-02	0.000000e+00	
